cell,suite,dataset,model,instance_idx,completion_chars,n_images,judge_model,on_task,garbled,cannot_evaluate,reason
hummus:model=nousresearch_hermes-4-70b,modal_phase1c_n50,hummus,nousresearch/hermes-4-70b,1,6,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question with provided option A.
hummus:model=nousresearch_hermes-4-70b,modal_phase1c_n50,hummus,nousresearch/hermes-4-70b,2,6,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers the Yes/No question with option A.
puzzleworld:model=qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50_mmext,puzzleworld,qwen/qwen3-vl-235b-a22b-instruct,0,12496,0,x-ai/grok-4.1-fast,True,False,False,Step-by-step puzzle-solving attempts directly engage the prompt's task.
puzzleworld:model=qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50_mmext,puzzleworld,qwen/qwen3-vl-235b-a22b-instruct,1,9813,0,x-ai/grok-4.1-fast,True,False,False,"Engages puzzle by solving equations step-by-step with reasoning, despite incompleteness."
puzzleworld:model=qwen_qwen3-vl-235b-a22b-instruct,modal_phase1c_n50_mmext,puzzleworld,qwen/qwen3-vl-235b-a22b-instruct,2,13527,0,x-ai/grok-4.1-fast,True,False,False,"Verbose step-by-step puzzle-solving engages prompt and images, truncation leaves meaningful content."
hummus:model=openai_gpt-5.4-nano,modal_phase1c_n50,hummus,openai/gpt-5.4-nano,0,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question by selecting option B.
hummus:model=openai_gpt-5.4-nano,modal_phase1c_n50,hummus,openai/gpt-5.4-nano,1,6,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question with provided option A.
hummus:model=openai_gpt-5.4-nano,modal_phase1c_n50,hummus,openai/gpt-5.4-nano,2,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the Yes/No question with option B.
hummus:model=deepseek_deepseek-chat-v3.1,modal_phase1c_n50,hummus,deepseek/deepseek-chat-v3.1,0,845,0,x-ai/grok-4.1-fast,True,False,False,Response engages prompt by analyzing humor and selecting answer B. No.
hummus:model=deepseek_deepseek-chat-v3.1,modal_phase1c_n50,hummus,deepseek/deepseek-chat-v3.1,1,218,0,x-ai/grok-4.1-fast,True,False,False,"Response directly answers Yes, explains metaphor, and selects A. Engages task fully."
hummus:model=deepseek_deepseek-chat-v3.1,modal_phase1c_n50,hummus,deepseek/deepseek-chat-v3.1,2,702,0,x-ai/grok-4.1-fast,True,False,False,Response engages prompt by analyzing image/caption humor and answers in required format.
mars:model=anthropic_claude-sonnet-4.6,modal_phase1c_n50_mmext,mars,anthropic/claude-sonnet-4.6,0,153,0,x-ai/grok-4.1-fast,True,False,False,"Response recognizes and restates the analogy pattern, engaging the task."
mars:model=anthropic_claude-sonnet-4.6,modal_phase1c_n50_mmext,mars,anthropic/claude-sonnet-4.6,1,48,0,x-ai/grok-4.1-fast,True,False,False,Response engages analogy by identifying 'instance of' relation for 'circuit'.
mars:model=anthropic_claude-sonnet-4.6,modal_phase1c_n50_mmext,mars,anthropic/claude-sonnet-4.6,2,52,0,x-ai/grok-4.1-fast,True,False,False,"Response identifies synonym relation, engaging the analogy completion task."
hummus:model=google_gemma-3-12b-it,modal_phase1c_n50,hummus,google/gemma-3-12b-it,0,587,0,x-ai/grok-4.1-fast,True,False,False,Directly answers with 'A. Yes' and provides relevant explanation engaging the prompt.
hummus:model=google_gemma-3-12b-it,modal_phase1c_n50,hummus,google/gemma-3-12b-it,1,354,0,x-ai/grok-4.1-fast,True,False,False,Response answers the question directly with A. Yes and provides relevant explanation engaging the prompt.
hummus:model=google_gemma-3-12b-it,modal_phase1c_n50,hummus,google/gemma-3-12b-it,2,504,0,x-ai/grok-4.1-fast,True,False,False,Response answers the question directly with A. Yes and provides relevant explanation engaging the prompt.
ii_bench:model=z-ai_glm-4.5v,modal_phase1c_n50_mmext,ii_bench,z-ai/glm-4.5v,0,92,1,x-ai/grok-4.1-fast,False,False,False,Describes image but does not select a letter A-F as required.
ii_bench:model=z-ai_glm-4.5v,modal_phase1c_n50_mmext,ii_bench,z-ai/glm-4.5v,1,45,1,x-ai/grok-4.1-fast,False,False,False,Response attempts explanation but ignores instruction to select single letter A-F.
ii_bench:model=z-ai_glm-4.5v,modal_phase1c_n50_mmext,ii_bench,z-ai/glm-4.5v,2,78,1,x-ai/grok-4.1-fast,True,False,False,"Response starts analyzing cup symbolism from image, engaging task content despite truncation."
hummus:model=baidu_ernie-4.5-300b-a47b,modal_phase1c_n50,hummus,baidu/ernie-4.5-300b-a47b,0,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the prompt's question in expected format.
hummus:model=baidu_ernie-4.5-300b-a47b,modal_phase1c_n50,hummus,baidu/ernie-4.5-300b-a47b,1,2,0,x-ai/grok-4.1-fast,True,False,False,"Short response selects option A, directly engaging the multiple-choice prompt."
hummus:model=baidu_ernie-4.5-300b-a47b,modal_phase1c_n50,hummus,baidu/ernie-4.5-300b-a47b,2,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the Yes/No question with option B.
irfl:model=openai_gpt-5.5,oai_backfill_v1__openrouter_openai_gpt_5_5,irfl,openai/gpt-5.5,0,1,4,x-ai/grok-4.1-fast,True,False,False,"Response selects 'B', directly engaging the task of choosing one image option."
irfl:model=openai_gpt-5.5,oai_backfill_v1__openrouter_openai_gpt_5_5,irfl,openai/gpt-5.5,1,1,4,x-ai/grok-4.1-fast,True,False,False,"Response selects 'C', directly engaging the image selection task."
irfl:model=openai_gpt-5.5,oai_backfill_v1__openrouter_openai_gpt_5_5,irfl,openai/gpt-5.5,2,1,4,x-ai/grok-4.1-fast,True,False,False,"Response selects 'B', directly engaging the image selection task."
hummus:model=mistralai_ministral-8b-2512,modal_phase1c_n50,hummus,mistralai/ministral-8b-2512,0,6,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question in expected format.
hummus:model=mistralai_ministral-8b-2512,modal_phase1c_n50,hummus,mistralai/ministral-8b-2512,1,6,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers the yes/no question with provided option A.
hummus:model=mistralai_ministral-8b-2512,modal_phase1c_n50,hummus,mistralai/ministral-8b-2512,2,6,0,x-ai/grok-4.1-fast,True,False,False,"Response directly selects option A, engaging the yes/no question task."
infochartqa:model=google_gemini-2.5-flash-lite,modal_phase1c_n50_google_mmext,infochartqa,google/gemini-2.5-flash-lite,0,5,1,x-ai/grok-4.1-fast,True,False,False,"Response provides average percentage from chart, matching prompt exactly."
infochartqa:model=google_gemini-2.5-flash-lite,modal_phase1c_n50_google_mmext,infochartqa,google/gemini-2.5-flash-lite,1,5,1,x-ai/grok-4.1-fast,True,False,False,"Response identifies a chart node as minimum value, directly engaging prompt."
infochartqa:model=google_gemini-2.5-flash-lite,modal_phase1c_n50_google_mmext,infochartqa,google/gemini-2.5-flash-lite,2,2,1,x-ai/grok-4.1-fast,True,False,False,"Response is 'No', directly engaging the yes/no task from prompt and chart."
hummus:model=qwen_qwen-turbo,modal_phase1c_n50,hummus,qwen/qwen-turbo,0,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question in the specified A/B format.
hummus:model=qwen_qwen-turbo,modal_phase1c_n50,hummus,qwen/qwen-turbo,1,6,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the prompt's yes/no question using provided option A.
hummus:model=qwen_qwen-turbo,modal_phase1c_n50,hummus,qwen/qwen-turbo,2,445,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers the question with A. Yes and provides relevant explanation engaging the prompt.
hummus:model=qwen_qwen-2.5-7b-instruct,modal_phase1c_n50,hummus,qwen/qwen-2.5-7b-instruct,0,290,0,x-ai/grok-4.1-fast,True,False,False,"Response answers the question directly with B. No and explains, engaging image and caption."
hummus:model=qwen_qwen-2.5-7b-instruct,modal_phase1c_n50,hummus,qwen/qwen-2.5-7b-instruct,1,450,0,x-ai/grok-4.1-fast,True,False,False,Response answers question directly with A. Yes and engages image-caption humor analysis.
hummus:model=qwen_qwen-2.5-7b-instruct,modal_phase1c_n50,hummus,qwen/qwen-2.5-7b-instruct,2,226,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the Yes/No question with choice and relevant explanation.
hummus:model=xiaomi_mimo-v2.5,modal_phase1c_n50,hummus,xiaomi/mimo-v2.5,0,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the prompt's yes/no question by selecting option B.
hummus:model=xiaomi_mimo-v2.5,modal_phase1c_n50,hummus,xiaomi/mimo-v2.5,1,6,0,x-ai/grok-4.1-fast,True,False,False,"Response directly selects option A, engaging the yes/no question on metaphor use in image-caption humor."
hummus:model=xiaomi_mimo-v2.5,modal_phase1c_n50,hummus,xiaomi/mimo-v2.5,2,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question by selecting option B.
hummus:model=upstage_solar-pro-3,modal_phase1c_n50,hummus,upstage/solar-pro-3,0,2,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question about metaphor use in humor.
hummus:model=upstage_solar-pro-3,modal_phase1c_n50,hummus,upstage/solar-pro-3,1,6,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers the yes/no question with provided option A.
hummus:model=upstage_solar-pro-3,modal_phase1c_n50,hummus,upstage/solar-pro-3,2,6,0,x-ai/grok-4.1-fast,True,False,False,"Response directly selects option A, engaging the yes/no question on humor and metaphor."
hummus:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50,hummus,bytedance-seed/seed-2.0-mini,0,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the Yes/No question with option B.
hummus:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50,hummus,bytedance-seed/seed-2.0-mini,1,6,0,x-ai/grok-4.1-fast,True,False,False,Directly selects option A to answer the yes/no question on metaphor use.
hummus:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50,hummus,bytedance-seed/seed-2.0-mini,2,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question in the required A/B format.
hummus:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50,hummus,qwen/qwen3.5-flash-02-23,0,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question by selecting option B.
hummus:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50,hummus,qwen/qwen3.5-flash-02-23,1,6,0,x-ai/grok-4.1-fast,True,False,False,Directly selects option A to answer the yes/no question on metaphor use.
hummus:model=qwen_qwen3.5-flash-02-23,modal_phase1c_n50,hummus,qwen/qwen3.5-flash-02-23,2,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question in specified format.
hummus:model=moonshotai_kimi-k2,modal_phase1c_n50,hummus,moonshotai/kimi-k2,0,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the Yes/No question with provided option B.
hummus:model=moonshotai_kimi-k2,modal_phase1c_n50,hummus,moonshotai/kimi-k2,1,14,0,x-ai/grok-4.1-fast,True,False,False,"Directly answers the yes/no question with option A, engaging image caption and prompt."
hummus:model=moonshotai_kimi-k2,modal_phase1c_n50,hummus,moonshotai/kimi-k2,2,5,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers the yes/no question in the specified format.
hummus:model=cohere_command-r-plus-08-2024,modal_phase1c_n50,hummus,cohere/command-r-plus-08-2024,0,7,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question with provided option.
hummus:model=cohere_command-r-plus-08-2024,modal_phase1c_n50,hummus,cohere/command-r-plus-08-2024,1,6,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the prompt's yes/no question by selecting option A.
hummus:model=cohere_command-r-plus-08-2024,modal_phase1c_n50,hummus,cohere/command-r-plus-08-2024,2,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question in specified format.
hummus:model=mistralai_mistral-nemo,modal_phase1c_n50,hummus,mistralai/mistral-nemo,0,434,0,x-ai/grok-4.1-fast,True,False,False,"Directly answers with B. No and explains reasoning, engaging the humor analysis task."
hummus:model=mistralai_mistral-nemo,modal_phase1c_n50,hummus,mistralai/mistral-nemo,1,257,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers 'Yes' and analyzes metaphor in image-caption humor.
hummus:model=mistralai_mistral-nemo,modal_phase1c_n50,hummus,mistralai/mistral-nemo,2,493,0,x-ai/grok-4.1-fast,True,False,False,Response answers the question directly with A. Yes and relevant explanation.
hummus:model=qwen_qwen3-14b,modal_phase1c_n50,hummus,qwen/qwen3-14b,0,13,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers the yes/no question in the specified format.
hummus:model=qwen_qwen3-14b,modal_phase1c_n50,hummus,qwen/qwen3-14b,1,52,0,x-ai/grok-4.1-fast,True,False,False,Directly answers with 'A. Yes' engaging the yes/no task before truncation.
hummus:model=qwen_qwen3-14b,modal_phase1c_n50,hummus,qwen/qwen3-14b,2,13,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers the yes/no question in required format.
hummus:model=amazon_nova-pro-v1,modal_phase1c_n50,hummus,amazon/nova-pro-v1,0,2050,0,x-ai/grok-4.1-fast,True,False,False,Response answers the question directly with A. Yes and provides relevant analysis.
hummus:model=amazon_nova-pro-v1,modal_phase1c_n50,hummus,amazon/nova-pro-v1,1,2044,0,x-ai/grok-4.1-fast,True,False,False,Directly answers with A. Yes and engages task via detailed metaphor analysis.
hummus:model=amazon_nova-pro-v1,modal_phase1c_n50,hummus,amazon/nova-pro-v1,2,2151,0,x-ai/grok-4.1-fast,True,False,False,Directly answers with A. Yes and engages prompt by analyzing image-caption for metaphor.
hummus:model=inflection_inflection-3-productivity,modal_phase1c_n50,hummus,inflection/inflection-3-productivity,0,456,0,x-ai/grok-4.1-fast,True,False,False,Response answers the question directly with A. Yes and engages image-caption analysis.
hummus:model=inflection_inflection-3-productivity,modal_phase1c_n50,hummus,inflection/inflection-3-productivity,1,213,0,x-ai/grok-4.1-fast,True,False,False,"Response answers the yes/no question with A. Yes and explains metaphor use, engaging prompt and image."
hummus:model=inflection_inflection-3-productivity,modal_phase1c_n50,hummus,inflection/inflection-3-productivity,2,276,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers the question with 'Yes' and engages image-caption humor analysis.
hummus:model=x-ai_grok-4.1-fast,modal_phase1c_n50,hummus,x-ai/grok-4.1-fast,0,533,0,x-ai/grok-4.1-fast,True,False,False,Response answers the question directly with B. No and explains humor analysis engaging image and caption.
hummus:model=x-ai_grok-4.1-fast,modal_phase1c_n50,hummus,x-ai/grok-4.1-fast,1,462,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers the question with A. Yes and engages image-caption humor analysis.
hummus:model=x-ai_grok-4.1-fast,modal_phase1c_n50,hummus,x-ai/grok-4.1-fast,2,367,0,x-ai/grok-4.1-fast,True,False,False,"Directly answers with 'B. No' and explains reasoning, fully engaging the prompt."
hummus:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50,hummus,nvidia/nemotron-nano-12b-v2-vl,0,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question by selecting option B.
hummus:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50,hummus,nvidia/nemotron-nano-12b-v2-vl,1,536,0,x-ai/grok-4.1-fast,True,False,False,"Response answers 'Yes' and analyzes metaphor in caption tied to image, fully engaging task."
hummus:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50,hummus,nvidia/nemotron-nano-12b-v2-vl,2,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the Yes/No question in specified A/B format.
hummus:model=z-ai_glm-4.7-flash,modal_phase1c_n50,hummus,z-ai/glm-4.7-flash,0,6,0,x-ai/grok-4.1-fast,True,False,False,Response directly answers the prompt's Yes/No question in specified format.
hummus:model=x-ai_grok-4.20,modal_phase1c_n50,hummus,x-ai/grok-4.20,0,449,0,x-ai/grok-4.1-fast,True,False,False,"Response answers the Yes/No question on metaphor use, engaging image and caption directly."
hummus:model=x-ai_grok-4.20,modal_phase1c_n50,hummus,x-ai/grok-4.20,1,282,0,x-ai/grok-4.1-fast,True,False,False,Response answers the question directly with A. Yes and explains metaphor engagement with image and caption.
hummus:model=x-ai_grok-4.20,modal_phase1c_n50,hummus,x-ai/grok-4.20,2,5,0,x-ai/grok-4.1-fast,True,False,False,Directly answers the yes/no question with specified format.
hummus:model=qwen_qwen-max,modal_phase1c_n50,hummus,qwen/qwen-max,0,565,0,x-ai/grok-4.1-fast,True,False,False,Response answers the question directly and engages image-caption humor analysis.
hummus:model=qwen_qwen-max,modal_phase1c_n50,hummus,qwen/qwen-max,1,487,0,x-ai/grok-4.1-fast,True,False,False,"Response answers the question directly with A. Yes and explains metaphor use, engaging prompt and image."
hummus:model=qwen_qwen-max,modal_phase1c_n50,hummus,qwen/qwen-max,2,467,0,x-ai/grok-4.1-fast,True,False,False,Directly answers with B. No and explains relevance to task.
hummus:model=qwen_qwen3.6-plus,modal_phase1c_n50,hummus,qwen/qwen3.6-plus,0,988,0,x-ai/grok-4.1-fast,True,False,False,"Response analyzes image-caption humor and provides Yes/No answer, engaging the task."
hummus:model=qwen_qwen3.6-plus,modal_phase1c_n50,hummus,qwen/qwen3.6-plus,1,738,0,x-ai/grok-4.1-fast,True,False,False,"Response analyzes humor, concludes with clear 'B. No' answer, directly engaging the prompt."
hummus:model=qwen_qwen3.6-plus,modal_phase1c_n50,hummus,qwen/qwen3.6-plus,2,1218,0,x-ai/grok-4.1-fast,True,False,False,Response analyzes image-caption humor and provides direct Yes/No answer in required format.
hummus:model=bytedance-seed_seed-2.0-lite,modal_phase1c_n50,hummus,bytedance-seed/seed-2.0-lite,0,1,0,x-ai/grok-4.1-fast,True,False,False,Clear 'B' answer directly engages yes/no question on humor and metaphor.
