entity_type,entity_id,task,prompt_id,response,agc_judge_score,agc_judge_raw
llm,nvidia/nemotron-3-super-120b-a12b,AUT,3,Use it as a drum for impromptu street performances; Turn it into a planter by drilling holes in the bottom and adding soil and seeds; Wear it as a helmet during rainy-day bike rides for splash protection; Fill it with frozen water bottles to create a DIY air cooler when a fan blows across the top; Use it as a portable laundry basket for delicates when camping or traveling; Line it with a tarp and fill it with snow to make a quick backyard ice bath for sore muscles.,38,38
llm,mistralai/mixtral-8x22b-instruct,AUT,1,Rock climber's foothold; pizza wheel for crafting miniature art; emergency lock-picker; bookmark with a hidden blade; plant pruner for bonsai artists; screwdriver substitute when flathead isn't handy.,30,30
llm,nvidia/nemotron-3-super-120b-a12b,AUT,2,Use as a hairpin to secure a bun; Tap rhythmically as a makeshift drumstick on a desk; Balance on your finger as a fidget toy to improve focus; Stir paint or ink in small containers; Use the eraser end to remove scuff marks from walls; Hold back loose pages as a temporary bookmark.,30,30
llm,anthropic/claude-sonnet-4,Metaphor,3,a crystal portal,30,30
llm,mistralai/mixtral-8x22b-instruct,AUT,4,Pet water filter; makeshift puppet; heat pack; bookmark; strainer for small items; doorstop for a slightly ajar door.,25,25
llm,mistralai/mixtral-8x22b-instruct,AUT,2,A pencil can be used as a makeshift screwdriver for small screws; it can double as a tiny rolling pin for clay or dough; it can serve as a stylus for touchscreens when the tip is removed; it can act as a plant marker in a garden by writing on a small strip of wood; it can be used to create a mini catapult for small objects; it can serve as a makeshift lockpick in a pinch.,30,30
llm,anthropic/claude-sonnet-4,Metaphor,1,a cloud's gentle hug,30,30
llm,mistralai/mixtral-8x22b-instruct,AUT,3,Rainwater collector; Makeshift drum set; Emergency toilet; Ice cream churn; Floating planter; Portable shower.,30,30
llm,anthropic/claude-sonnet-4,Metaphor,0,a wild horse galloping,30,30
llm,anthropic/claude-sonnet-4,Metaphor,8,a velvet curtain drawn,25,25
llm,openai/gpt-5.4-nano,Design,0,"A wearable “memory compass” that vibrates different patterns to cue the next step in a task sequence, synced automatically from a caregiver/app calendar; A voice-first smart pillbox/thingbox that scans a label/QR on items and verbally confirms “now do X,” while logging what was acknowledged; A wall-mounted “context board” using NFC/AR tags that trigger reminders when you tap everyday objects (keys, coffee maker, bathroom mirror), with a simple daily mode switch; A browser/phone plug-in that turns key appointments, passwords, and forms into a single “one-tap checklist” displayed only during relevant locations/time windows (GPS + Wi‑Fi), with offline fallback; A shared family “memory ritual” system where caregivers record short bedtime/meal routines that play automatically at scheduled times, plus an illustrated error-proof sequence for common tasks (meds, hygiene, leaving home); A modular smart whiteboard for homes that instantly re-plans next actions based on what’s been checked off (m",42,42
llm,openai/gpt-5.4-mini,AUT,1,letter opener; make precise carvings in soap or wood; spread condiments like butter or jam; scrape labels off jars; use the handle as an emergency doorstop; cut fruit into decorative shapes,25,25
llm,anthropic/claude-sonnet-4,Metaphor,6,a blazing white scream,40,40
llm,openai/gpt-5.4-nano,Design,4,"Solar-powered “smart” water kiosks that use a modular filtration stack (sediment + UV) and IoT-managed chlorine dosing to deliver metered clean water to villages; Containerized membrane desalination units that run on hybrid solar/battery and switch to solar-thermal evaporation during peak sunlight for brackish sources; Community-operated fog-catching canopies paired with gravity-fed storage tanks and self-cleaning filters to harvest water from humidity when nearby wells fail; Mobile water “refill boats”/trailers with sealed UV/RO treatment cartridges that resupply multiple settlements on fixed routes using GPS scheduling; Biotech-enhanced sand filters using locally available biochar and activated carbon layers that regenerate periodically with low-energy heat and require minimal chemicals; Rainwater harvesting micro-roofs for individual households with first-flush diverters and covered ferrocement storage, plus handheld test strips for rapid on-site water safety checks",45,45
llm,openai/gpt-5.4-nano,Design,2,"Dynamic curb-as-lane system that charges real-time access fees and converts curbs into reversible micro-lanes for buses/carpools during peak demand; AI signal “green waves” that coordinate intersections citywide using live vehicle and pedestrian predictions to minimize stop-and-go; Multi-level tolling with congestion-aware pricing that routes drivers to underutilized corridors via real-time price/traffic guidance (and auto-adjusts tolls every few minutes); Autonomous micro-transit pods operating on demand-shuttles from transit hubs to neighborhoods to cut car trips in dense cores; Freight off-peak windows with automated loading docks and rooftop/underground delivery corridors to remove delivery trucks from rush-hour streets; Neighborhood “mobility wallets” that bundle incentives for using transit, walking, and shared rides (auto-redeemed) instead of private driving",45,45
llm,ibm-granite/granite-4.0-h-micro,Metaphor,0,A relentless storm,20,20
